created_at,full_text,screen_name,location,description,followers_count,friends_count,statuses_count,verified,full_retweet_text
2020-01-22 02:38:05+00:00,RT @Inevitable_ET: China's contagious killer virus comes to the US: American man in his 30s is hospitalized in Washington state with SARS-l…,Tango66Qanon,"Texas, USA",🔥#Maga #QAnon #DrainTheSwamp #Trump2020 #LTC,1937,2722,21709,False,"China's contagious killer virus comes to the US: American man in his 30s is hospitalized in Washington state with SARS-like coronavirus after visiting Wuhan, CDC says 
https://t.co/GsKpwLqvuQ"
2020-01-22 02:38:06+00:00,@spectatorindex It's a plague #ChinesePneumonia #ChinaCoronaVirus and it will take many lives SHUT down AIR TRAVEL to CHINA this will not end well and should be contained were is CDC?,rm2014rick,,Fighting for American Jobs #NationalVoterIDLaws Covid-19 updates Local and World news Father Self Employed Patriot unapologetic Conservative #KAG,1214,103,67262,False,NaN
2020-01-22 02:38:06+00:00,1st confirmed case of new coronavirus reported in US: CDC https://t.co/9Hp2h2UpdD,krisbasel,"Tucson Metro Area, Az.","Kris Basel, Realtor, GREEN. Trusted real estate professional building community one home at a time. 20 Years selling the Tucson Metropolitan area.",414,745,12135,False,NaN
2020-01-22 02:38:09+00:00,RT @BenSwann_: Study: CDC's Vaccine Schedule May Be Harmful To Children https://t.co/zpZNPFgm3n #sb276 #vaccinetruth #vaccines,vw1610,Guess,,112,125,2294,False,Study: CDC's Vaccine Schedule May Be Harmful To Children https://t.co/zpZNPFgm3n #sb276 #vaccinetruth #vaccines
2020-01-22 02:38:19+00:00,"RT @eugenegu: With the CDC confirming the first case of the Wuhan coronavirus here in the United States in Seattle, Washington, there are d…",Chlo_tee,"Seattle, WA",uw seattle #woof,30,129,1288,False,"With the CDC confirming the first case of the Wuhan coronavirus here in the United States in Seattle, Washington, there are definitely more cases than have been estimated. The virus has an incubation time of 8-10 days so people probably traveled internationally without symptoms."
2020-01-22 02:38:21+00:00,"RT @AnneKPIX: @CDC has activated its emergency operations center. 
They expect more US cases.
#coronavirus",Melissacaton4,"North Carolina, USA","I am a born again Christian .I live in the south but was born in the North.God,Family,Country in that order.",4758,4142,161956,False,"@CDC has activated its emergency operations center. 
They expect more US cases.
#coronavirus"
2020-01-22 02:38:28+00:00,"RT @darhar981: First coronavirus case confirmed in US: CDC

https://t.co/CinuPqVwab",RealRandyWade1,"Idaho, USA","President Trump supporter, 1A, 2A,  and NRA supporter, USAF and USNR Veteran, singer, former music radio personality, truck driver.",4778,5220,34636,False,"First coronavirus case confirmed in US: CDC

https://t.co/CinuPqVwab"
2020-01-22 02:38:35+00:00,"And @GavinNewsom @SpeakerPelosi
Your clean city will be your down fall
Care.more for illegals than UNITED STATES CITIZENS 

https://t.co/nfIIwiU9w4",Darkhome2,COSMOS ,🚫TWITTER SLUTS🚫LIARS🚫PATRIOT BLOCKERS🚫KEEP WALKING🚫🇱🇷ONLY MAGA🇱🇷FOLLOW BACK TRUE PATRIOTS🇱🇷VIRUS KILLED MORE FRIENDSHIPS🇱🇷,2415,2783,6106,False,NaN
2020-01-22 02:38:42+00:00,"RT @Dystopia992: 🇨🇳 #ChinaPneumonia
— The CDC has confirmed the FIRST #US case of Wuhan #coronavirus after a traveler was diagnosed in Seat…",sb1023,The Moon,"Bless all #good #nice #kind with #love  : )
Visit https://t.co/vdpO29M2PI pls ?
https://t.co/JLQbzKSieT ?
#HKers #Wisdom #Kindness #Love",1321,2921,23842,False,"🇨🇳 #ChinaPneumonia
— The CDC has confirmed the FIRST #US case of Wuhan #coronavirus after a traveler was diagnosed in Seattle, #Washington.

Birds, raccoon dogs, rodents.. @CNN’s video inside #Wuhan’s Hainan “Seafood” Market, origin of #WuhanPneumonia..
https://t.co/GjF1aDFkZU"
2020-01-22 02:38:51+00:00,1st confirmed case of new coronavirus reported in US: CDC https://t.co/G03r50o2K5 via @YahooNews,margreis9,"York, PA",Retired Progressive!,2648,4994,83389,False,NaN
2020-01-22 02:40:03+00:00,"RT @MackayIM: ""The patient became ill four days after arriving in the United States and sought care""
#Wuhan #WuhanPneumonia

-this should p…",AusVirologySoc,Australia,The Australasian Virology Society was incorporated in 2011 following 10 years as a group. We serve the Oz virology community and hold biennial meetings.,1279,476,4165,False,"""The patient became ill four days after arriving in the United States and sought care""
#Wuhan #WuhanPneumonia

-this should prove interesting
https://t.co/fbk6HGY3gb"
2020-01-22 02:40:13+00:00,RT @matthewherper: CDC details first U.S. case of novel virus spreading in China https://t.co/IgeMsQXW4V,MicroWavesSci,,"I am a microbiologist who uses genomics to study ecology and evolution of the littlest life. Assistant professor, Providence College",3325,652,18594,False,CDC details first U.S. case of novel virus spreading in China https://t.co/IgeMsQXW4V
2020-01-22 02:41:15+00:00,"RT @juliettekayyem: From homeland perspective @DHSgov, the CDC was correct to disclose this first case here so quickly, testing visitors fr…",vtaylor9188,United States,,1781,2913,196793,False,"From homeland perspective @DHSgov, the CDC was correct to disclose this first case here so quickly, testing visitors from certain countries, and so far letting science lead.  (You all can fill in your political commentary.) 7/"
2020-01-22 02:41:16+00:00,"RT @NYTScience: A man in his 30s in Washington State is infected with the Wuhan coronavirus, the first confirmed case in the United States…",Groundehr,Monterrey N. L. ,"Amante de la buena música y los libros, tecnología, gadgets, videojuegos y fotografía.",159,480,6986,False,"A man in his 30s in Washington State is infected with the Wuhan coronavirus, the first confirmed case in the United States of a mysterious respiratory infection that has killed at least six people and sickened hundreds more in Asia https://t.co/IUDVuF2CNx"
2020-01-22 02:41:42+00:00,"RT @nytimes: Breaking News: The first U.S. case of the Wuhan coronavirus has been confirmed in Washington State, federal officials said. Th…",itsclrkhns,"Sarawak, Borneo",city of palm trees • 98000,3545,2739,64930,False,"Breaking News: The first U.S. case of the Wuhan coronavirus has been confirmed in Washington State, federal officials said. The virus has spread from China to at least 4 other countries. https://t.co/ahjgXTS9sM"
2020-01-22 02:42:00+00:00,"A man who lives in Snohomish County, Washington, is confirmed to have the first US case of Wuhan coronavirus https://t.co/82Fkdf2V4C",athens_lawyer,"Athens, Texas",Board Certified Criminal Defense Lawyer Defending the Accused in State and Federal Courts Across East Texas,3595,5000,49207,False,NaN
